,Inflected_Word,Lemma,Prediction
24150,বিছাইয়া,বিছা,বিছা
24151,বর্ণনায়,বর্ণনা,বর্ণনা
24152,পরিচারিকার,পরিচারিকা,পরিচারিকা
24153,লাইফলাইন,লাইফলাইন,লাইফলাইন
24154,বিবৃতিকে,বিবৃতি,বিবৃতি
24155,সৌন্দর্যস্পৃহা,সৌন্দর্যস্পৃহা,সৌন্দর্যস্পৃহা
24156,তমলুকের,তমলুক,তমলুক
24157,কলুইচন্দ্র,কলুইচন্দ্র,কলুইচন্দ্র
24158,ইঙ্গেলবার্ট,ইঙ্গেলবার্ট,ইঙ্গেলবার্ট
24159,চার্চে,চার্চ,চার্চ
24160,নাম্বারে,নাম্বার,নাম্বার
24161,হাটার,হাটা,হাটা
24162,মধ্যেকার,মধ্য,মধ্য
24163,অসিহষ্ণুতা,অসিহষ্ণু,অসিহষ্ণু
24164,শব্দালঙ্কার,শব্দালঙ্কা,শব্দালঙ্কা
24165,হোলিয়েনের,হোলিয়েন,হোলিয়েন
24166,আর্মাডাস,আর্মাডাস,আর্মাডাস
24167,দেখলা,দেখা,দেখা
24168,উল্টােটাও,উল্টাে,উল্টাে
24169,আমবাগানে,আমবাগান,আমবাগান
24170,ডিআরই,ডিআর,ডিআর
24171,সম,সম,সম
24172,ফ্রান্সিসের,ফ্রান্সিস,ফ্রান্সিস
24173,বৃত্তির,বৃত্তি,বৃত্তি
24174,মুলতঃ,মুলতঃ,মুলতঃ
24175,মদ্যপানে,মদ্যপান,মদ্যপান
24176,করায়ও,করা,করা
24177,পুংশরীরেও,পুংশরীর,পুংশরীর
24178,রেওয়াজকে,রেওয়াজ,রেওয়াজ
24179,আনাও,আনা,আনা
24180,কর্মীতে,কর্মী,কর্মী
24181,দালালপুর,দালালপুর,দালালপুর
24182,ন্যাটো,ন্যাটো,ন্যাটো
24183,খাদ্যাভ্যাসে,খাদ্যাভ্যাস,খাদ্যাভ্যাস
24184,অধ্যয়নটিকে,অধ্যয়ন,অধ্যয়ন
24185,সূত্রটিতে,সূত্র,সূত্র
24186,ইঞ্জিলের,ইঞ্জিল,ইঞ্জিল
24187,উডল্যান্ডে,উডল্যান্ড,উডল্যান্ড
24188,নুসরত,নুসরত,নুসরত
24189,বিপারমাণবিকরণ,বিপারমাণবিক,বিপারমাণবিকরণ
24190,যন্ত্রপাতিসজ্জিত,যন্ত্রপাতি,যন্ত্রসজ্জন
24191,জাদুসোনা,জাদুসোনা,জাদুসোনা
24192,হুলুনবুরি,হুলুন,হুলুনবুরি
24193,বিশ্ববিদ্যালয়গুলির,বিশ্ববিদ্যালয়,বিশ্ববিদ্যালয়
24194,দেখাশোনা,দেখা,দেখা
24195,অন্তরিক্ষে,অন্তরিক্ষ,অন্তরিক্ষ
24196,হেবিয়াস,হেবিয়াস,হেবিয়াস
24197,উপদেবতাদের,উপদেবতা,উপদেবতা
24198,প্রতিক্রিয়ার,প্রতিক্রিয়া,প্রতিক্রিয়া
24199,অ্যাবসেন্স,অ্যাবসান্স,অ্যাবসেন্স
24200,নপূংশক,নপূংশক,নপূংশক
24201,লাইকার,লাইকা,লাইকা
24202,ইলেক্টোরাল,ইলেক্টোরাল,ইলেক্টোরাল
24203,প্রেমীরা,প্রেম,প্রেম
24204,প্লেব্যাকে,প্লেব্যাক,প্লেব্যাক
24205,দক্ষিণে,দক্ষিণ,দক্ষিণ
24206,অ্যাকাউন্টেন্ট,অ্যাকাউন্টেন্ট,অ্যাকাউন্টেন্ট
24207,কাব্যবিনোদ,কাব্য,কাব্যবিনোদন
24208,চিলিং,চিলিং,চিলিং
24209,এলাইনের,এলাইন,এলাইন
24210,অকিঁচন,অকিঁচন,অকিঁচন
24211,কুইনঝুয়ের,কুই,কুইনঝুয়
24212,অর্শ,অর্শ,অর্শ
24213,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম
24214,প্রতিনিধিবর্গ,প্রতিনিধি,প্রতিনিধিবর্গ
24215,লিডোকেন,লিডোকেন,লিডোকেন
24216,ডেভিডডিজেসি,ডেভিডডিজেসি,ডেভিডডিজেসি
24217,জম্বিদের,জম্বি,জম্বি
24218,আর্সেনিকজনিত,আর্সেনিক,আর্সেনিকজনিত
24219,চন্দ্রহাস,চন্দ্রহাস,চন্দ্রহাস
24220,ভিলেজ,ভিলেজ,ভিলেজ
24221,আমিনউদ্দিন,আমিনউদ্দিন,আমিনউদ্দিন
24222,ডারলেথ,ডারলেথ,ডারলেথ
24223,সর্পিকালারে,সর্পিকালার,সর্পিকালার
24224,পরবর্তীকালের,পরবর্তীকাল,পরবর্তীকাল
24225,গোষ্ঠীবদ্ধভাবে,গোষ্ঠীবদ্ধভাবে,গোষ্ঠীবদ্ধভাবে
24226,নেকলেস,নেকলেস,নেকলেস
24227,রাসপূর্ণিমা,রাসপূর্ণিমা,রাসপূর্ণিমা
24228,দারিয়াবসও,দারিয়াবস,দারিয়াবস
24229,বিটমের,বিটম,বিটম
24230,করসেবককে,করসেবক,করসেবক
24231,ছটপূজা,ছটপূজা,ছটপূজা
24232,বাড়িময়,বাড়িময়,বাড়িময়
24233,ইনডে,ইনডে,ইনডে
24234,চৈতন্যলীলাশ্রিত,চৈতন্যলীলা,চৈতন্যলীলা
24235,বেসবলের,বেসবল,বেসবল
24236,মার্ক্সের,মার্ক্স,মার্ক্স
24237,সার্থক,সার্থক,সার্থক
24238,সান,সান,সান
24239,মহেশচন্দ্রের,মহেশচন্দ্র,মহেশচন্দ্র
24240,ব্যাগটা,ব্যাগ,ব্যাগ
24241,বিতানটি,বিতান,বিতান
24242,হ্যামারটি,হ্যামার,হ্যামার
24243,দ্বিতীয়টি,দ্বিতীয়,দ্বিতীয়
24244,বাছলে,বাছলা,বাছলা
24245,থর্নেট,থর্নেট,থর্নেট
24246,অভিজাতেরা,অভিজাত,অভিজাত
24247,কোনিগ্সবার্গে,কোনিগ্সবার্গ,কোনিগ্সবার্গ
24248,খাইছিলো,খাওয়া,খাওয়া
24249,ফোকটেলস,ফোকটেলস,ফোকটেলস
24250,টানাপোড়েনে,টানাপোড়ন,টানাপোড়ন
24251,এতদ্সংক্রান্ত,এতদ্সংক্রান্ত,এতদ্সংক্রান্ত
24252,ঘটানোর,ঘটা,ঘটা
24253,বংশদ্ভুত,বংশ,বংশ
24254,অদ্বিতীয়ত্বে,অদ্বিতীয়ত্ব,অদ্বিতীয়ত্ব
24255,বৈশিষ্ট্যাবলি,বৈশিষ্ট,বৈশিষ্ট্য
24256,দলিলটা,দলিল,দলিল
24257,ফিজি,ফিজি,ফিজি
24258,অল্পবাদিতা,অল্পবাদিতা,অল্পবাদিতা
24259,ঐতিহ্যবাহি,ঐতিহ্য,ঐতিহ্য
24260,অখন্ডতা,অখন্ড,অখন্ড
24261,সমালোচনামূলক,সমালোচনা,সমালোচনা
24262,পোলিটাই,পোলিটা,পোলিটা
24263,দাবিদাওয়াসহ,দাবিদাওয়া,দাবিদাওয়া
24264,ওয়াহগি,ওয়াহগি,ওয়াহগি
24265,নৈঃশব্দের,নৈঃশব্দ,নৈঃশব্দ
24266,ডিগ্রি্,ডিগ্রি,ডিগ্রি
24267,যুদ্ধবীর,যুদ্ধ,যুদ্ধবীর
24268,খ্রিস্ট্রধর্মানুযায়ী,খ্রিস্ট্রধর্মানুয়,খ্রিস্ট্রধর্মানুসার
24269,ভুটিয়ারগাতি,ভুটিয়ার,ভুটিয়ারগাতি
24270,অদেয়,অদেয়,অদেয়
24271,বিতর্ককে,বিতর্ক,বিতর্ক
24272,হোল্ডিংসসহ,হোল্ডিং,হোল্ডিংস
24273,সন্ত্রাসীদের,সন্ত্রাসী,সন্ত্রাসী
24274,দবারা,দবা,দবা
24275,বিলেতের,বিলেত,বিলেত
24276,স্টক্সকেনিয়া,স্টক্সকেনিয়া,স্টক্সকেনিয়া
24277,মঙ্গলদীপ,মঙ্গলদীপ,মঙ্গলদীপ
24278,গ্যারান্টর,গ্যারান্টর,গ্যারান্টর
24279,প্রত্যেকই,প্রত্যক,প্রত্যক
24280,ব্যবহারকারীমিল্কমিট,ব্যবহারকারী,ব্যবহারকারীমিল্কমিট
24281,নিস,নিস,নিস
24282,যেহন,যেহন,যেহন
24283,প্লে,প্ল,প্ল
24284,অত্যধিক,অত্যধিক,অত্যধিক
24285,পাপাত্মাকে,পাপাত্মা,পাপাত্মা
24286,অন্ধকূপ,অন্ধকূপ,অন্ধকূপ
24287,বেরনাত,বেরনা,বেরনা
24288,ধাঁধাচর্চায়,ধাঁধা,ধাঁধাচর্চা
24289,রেস্তরাঁ,রেস্তরাঁ,রেস্তরাঁ
24290,অষ্টভুজের,অষ্টভুজ,অষ্টভুজ
24291,মুখপাত্রের,মুখপাত্র,মুখপাত্র
24292,সারদা,সারদা,সারদা
24293,পুরোহিতদের,পুরোহিত,পুরোহিত
24294,নিরপেক্ষতাকে,নিরপেক্ষ,নিরপেক্ষ
24295,অনেকাংশে,অনেক,অনেক
24296,খালকপন্থিদের,খালকপন্থি,খালকপন্থি
24297,দুইটির,দুই,দুই
24298,বিমানবন্দেরে,বিমানবন্দর,বিমানবন্দর
24299,তথ্যকে,তথ্য,তথ্য
24300,আইসোটোপ,আইসোটোপ,আইসোটোপ
24301,টোকেন্স,টোকেন্স,টোকেন্স
24302,সহজভাবে,সহজভাবে,সহজভাবে
24303,আর্তচিৎকার,আর্তচিৎকার,আর্তচিৎকার
24304,সৌভাগ,সৌভাগ,সৌভাগ
24305,গঠনতন্ত্রের,গঠনতন্ত্র,গঠনতন্ত্র
24306,অসহযোগকারীদেরকে,অসহযোগ,অসহযোগকারী
24307,লীলাকে,লীলা,লীলা
24308,জুতাপালিশওয়ালা,জুতাপালিশওয়ালা,জুতাপালিশওয়ালা
24309,আর্মেনিয়ানজেনোসাইড,আর্মেনিয়ানজেনোসাইড,আর্মেনিয়ানজেনোসাইড
24310,ঘরটাই,ঘর,ঘর
24311,বাক্যরূপ,বাক্যরূপ,বাক্যরূপ
24312,কাবুলি,কাবুলি,কাবুলি
24313,বস্তুত,বস্তুত,বস্তুত
24314,ক্যালিডোনিয়ার,ক্যালিডোনিয়া,ক্যালিডোনিয়া
24315,ভুগতে,ভুগা,ভুগা
24316,নিবন্ধসমূহ,নিবন্ধ,নিবন্ধ
24317,জলীয়বাষ্পের,জলীয়বাষ্প,জলীয়বাষ্প
24318,আন্তর্জাতিকভাবে,আন্তর্জাতিক,আন্তর্জাতিক
24319,গলিতে,গলা,গলি
24320,তাকে,তাকে,তাকে
24321,নাতিনাতনীদের,নাতিনাতনী,নাতিনাতনী
24322,পদছাপের,পদছ,পদছাপ
24323,হারমিন,হারমিন,হারমিন
24324,ডেনিজকেও,ডেনিজ,ডেনিজ
24325,সাধাসাধি,সাধা,সাধা
24326,কালিপূজার,কালিপূজা,পূজা
24327,এজারটনের,এজারটন,এজারটন
24328,আব্বাস,আব্বাস,আব্বাস
24329,নাট্যকারকে,নাট্যকার,নাট্যকার
24330,পর্বতমালার,পর্বতমালা,পর্বতমালা
24331,রোমানিয়েই,রোমানিয়,রোমানিয়
24332,তিনটির,তিন,তিন
24333,ক্ষুদ্রশিল্পের,ক্ষুদ্রশিল্প,ক্ষুদ্রশিল্প
24334,ওভেনের,ওভেন,ওভেন
24335,ব্লগারের,ব্লগার,ব্লগার
24336,বাছাইটি,বাছাই,বাছা
24337,কারমেলা,কারমেলা,কারমেলা
24338,কর্পোরেট,কর্পোরেট,কর্পোরেট
24339,কয়েছেন,কওয়া,বলা
24340,মাইক্রোওয়েভে,মাইক্রোওয়েভ,মাইক্রোওয়েভ
24341,মুজিবুর,মুজিবুর,মুজিবুর
24342,চাই,চাওয়া,চাওয়া
24343,খ্রীষ্টীয়জগতের,খ্রীষ্ট,খ্রীষ্টীয়জগত
24344,পড়ছে,পড়া,পড়া
24345,স্মারক,স্মারক,স্মারক
24346,অবসরপ্রাপ্তির,অবসরপ্রাপ্ত,অবসরপ্রাপ্তি
24347,আরমাগেদনের,আরমাগেদন,আরমাগেদন
24348,আনকেল,আনকেল,আনকেল
24349,মহলা,মহলা,মহলা
24350,অনুরোধকারীদের,অনুরোধকারী,অনুরোধকারী
24351,আসেনি,আসা,আসা
24352,দরগাপাড়ায়,দরগাপাড়া,দরগাপাড়া
24353,চর্য্যাশ্চর্য্যবিনিশ্চয়,চর্য্যাশ্চর্য্যবিনিশ্চয়,চর্য্যাশ্চর্য্যবিনিশ্চয়
24354,জনগণকে,জনগণ,জনগণ
24355,শৃঙ্খলা,শৃঙ্খলা,শৃঙ্খলা
24356,শিরদকার,শিরদকার,শিরদকার
24357,ফোটাতে,ফোটা,ফোটা
24358,জামিন,জামিন,জামিন
24359,নিষ্পত্তিকরণ,নিষ্পত্তি,নিষ্পত্তি
24360,হরিসনপন্থী,হরিসন,হরিসনপন্থী
24361,দেখলো,দেখা,দেখা
24362,কাঁচামাল,কাঁচামাল,কাঁচামাল
24363,বাস্তবতা,বাস্তব,বাস্তব
24364,আইভোরিয়ানকে,আইভোরিয়ান,আইভোরিয়ান
24365,চাঁদপুরা,চাঁদপুরা,চাঁদপুরা
24366,ওবাইদুল্লাহ,ওবাইদুল্লাহ,ওবাইদুল্লাহ
24367,কীর্তিকে,কীর্তি,কীর্তি
24368,প্রেসিডেন্টকে,প্রেসিডেন্ট,প্রেসিডেন্ট
24369,থাকাকালে,থাকাকাল,থাকা
24370,সেন্টারে,সেন্টার,সেন্টার
24371,দণ্ডটাকে,দণ্ড,দণ্ড
24372,িশক্ষকতার,িশক্ষক,িশক্ষক
24373,জন্যঅনেক,জন্য়ন,জন্য়ন
24374,ডিক্লোফেনাক,ডিক্লোফেনাক,ডিক্লোফেনাক
24375,রোযার,রোযা,রোযা
24376,ফিল্ডে,ফিল্ড,ফিল্ড
24377,মুরুব্বিয়ানা,মুরুব্বিয়ানা,মুরুব্বিয়ানা
24378,পংক্তিমালা,পংক্তিমালা,পংক্তিমালা
24379,স্মৃতিতত্ত্ব,স্মৃতিতত্ত্ব,স্মৃতিতত্ত্ব
24380,বুহ্যভেদ,বুহ্যভেদ,বুহ্যভেদ
24381,নৃংশসতা,নৃংশস,নৃংশস
24382,ত্রিত্ব,ত্রিত্ব,ত্রিত্ব
24383,হাতসহ,হাত,হাত
24384,প্যাসিফিকে,প্যাসিফিক,প্যাসিফিক
24385,প্রিম্যাচিওর,প্রিম্যাচিওর,প্রিম্যাচিওর
24386,গ্রেটফুল,গ্রেটফুল,গ্রেটফুল
24387,সত্যগুলোকে,সত্য,সত্য
24388,ভ্রমণগুলির,ভ্রমণ,ভ্রমণ
24389,কুতুবপুর,কুতুবপুর,কুতুবপুর
24390,মনিটরিং,মনিটরিং,মনিটরিং
24391,অসূলে,অসূল,অসূল
24392,দোলকের,দোলক,দোলক
24393,জীবাণুসহ,জীবাণুসহ,জীবাণুসহ
24394,উদ্ভিজ্জাত,উদ্ভিজ্জাত,উদ্ভিজ্জাত
24395,লিট্টাটোলী,লিট্টাটোল,লিট্টাটোলী
24396,অপারেশনের,অপারেশন,অপারেশন
24397,দুইদেশের,দুইদেশ,দুইদেশ
24398,দূর্গাবাড়ি,দূর্গাবাড়ি,দূর্গাবাড়ি
24399,শেষশয্যা,শেষশয্যা,শেষশয্যা
24400,ইম্মায়ূর,ইম্মায়ূর,ইম্মায়ূর
24401,কিপোর্টে,কিপোর্ট,কিপোর্ট
24402,লাঞ্চন,লাঞ্চন,লাঞ্চন
24403,মৃতের,মৃত,মৃত
24404,বরাবর,বরাবর,বরাবর
24405,গ্রেগকে,গ্রেগ,গ্রেগ
24406,টানাপোড়নের,টানাপোড়ন,টানাপোড়ন
24407,ন্যাডবেলসকে,ন্যাডবেলস,ন্যাডবেলস
24408,ভেক্টরদ্বয়ের,ভেক্টরদ্বয়,ভেক্টরদ্বয়
24409,শান্তিসংস্থাপক,শান্তিসংস্থাপক,শান্তিসংস্থাপক
24410,ট্রুজিলোর,ট্রুজিলো,ট্রুজিলো
24411,উপনিবেশবাদকে,উপনিবেশবাদ,উপনিবেশবাদ
24412,রেহাম,রেহাম,রেহাম
24413,আর্মান্ড,আর্মান্ড,আর্মান্ড
24414,প্রত্যাখান,প্রত্যাখান,প্রত্যাখান
24415,উইল,উইল,উইল
24416,রোসকিলদে,রোসকিল,রোসকিল
24417,ক্ষয়টি,ক্ষয়,ক্ষয়
24418,কামাবারে,কামাবার,কামাবার
24419,নাজিরের,নাজির,নাজির
24420,বিপাকের,বিপাক,বিপাক
24421,ছেলেপিলেদের,ছেলেপিলে,ছেলেপিলে
24422,এইসময়ের,এইসময়,এইসময়
24423,বিক্সেনজো,বিক্সেনজো,বিক্সেনজো
24424,অনুজাত,অনুজাত,অনুজাত
24425,ধারাভাষ্যকর্মের,ধর্াভাষ্যকর্ম,ধারাভাষ্যকর্ম
24426,দায়ুম,দায়ুম,দায়ুম
24427,হামজাকাশগারি,হামজাকাশগারি,হামজাকাশগারি
24428,খার্তুমের,খার্তুম,খার্তুম
24429,ওড়াছড়িতে,ওড়াইড়ি,ওড়াড়ি
24430,বালিস্তানের,বালিস্তান,বালিস্তান
24431,রেকর্ডসে্র,রেকর্ডস,রেকর্ডস
24432,মুক্তিকর্তা,মুক্তিকর্তা,মুক্তিকর্তা
24433,ইন্টারপ্রেটার,ইন্টারপ্রেটার,ইন্টারপ্রেটার
24434,এক্টিভিস্টের,এক্টিভিস্ট,এক্টিভিস্ট
24435,আপনিও,আপনি,আপনি
24436,আলাবাজাদিকে,আলাবাজাদি,আলাবাজাদি
24437,দেশটির,দেশ,দেশ
24438,ইউলুতে,ইউলুতে,ইউলু
24439,ইউজারস,ইউজারস,ইউজারস
24440,ইরউইনের,ইরউইন,ইরউইন
24441,ইন্দোনেশিয়াকে,ইন্দোনেশিয়া,ইন্দোনেশিয়া
24442,মহাস্থানগড়ের,মহাস্থানগড়,মহাস্থানগড়
24443,টেলিযোগাযোগ,টেলিযোগাযোগ,টেলিযোগাযোগ
24444,আখ্যানকবিতার,আখ্যানকবিতা,আখ্যানকবিতা
24445,প্রসন্নতায়,প্রসন্নতা,প্রসন্নতা
24446,ঈদেই,ঈদ,ঈদ
24447,লন্ডনার,লন্ডনা,লন্ডনা
24448,ক্যানটারবেরির,ক্যানটারব,ক্যানটারব
24449,মাল্টিমিলনিয়ার,মাল্টিমিলনিয়ার,মাল্টিমিলনিয়ার
24450,মায়ানমারে,মায়ানমার,মায়ানমার
24451,জীবনমান,জীবন,জীবন
24452,জোহফপুর,জোহফপুর,জোহফপুর
24453,হইছেন,হওয়া,হওয়া
24454,স্প্যানিয়েলের,স্প্যানিয়েল,স্প্যানিয়েল
24455,ছাত্রসমাজকে,ছাত্রসমাজ,ছাত্রসমাজ
24456,নামানুসারেই,নামানুসারে,নামানুসারে
24457,স্প্রেমিন্ট,স্প্রেমিন্ট,স্প্রেমিন্ট
24458,অভ্যান্তরিণ,অভ্যান্তরিণ,অভ্যান্তরিণ
24459,প্রতিও,প্রতি,প্রতি
24460,বাগডুম,বাগডুম,বাগডুম
24461,ধনুবাগ,ধনুবাগ,ধনুবাগ
24462,স্তম্ভগুলোর,স্তম্ভ,স্তম্ভ
24463,বয়সন্ধি,বয়সন্ধি,বয়সন্ধি
24464,লেন্ড,লেন্ড,লেন্ড
24465,দেশবন্ধুর,দেশবন্ধু,দেশবন্ধু
24466,ইইউভিসামুক্তজর্জিয়া,ইইউভিসামুক্ত,ইইউভিসামুক্ত
24467,দীর্ঘমেয়াদি,দীর্ঘমেয়াদ,দীর্ঘমেয়াদ
24468,বানিজ্যিক,বানিজ্য,বানিজ্যিক
24469,চিগিতে,চিগি,চিগি
24470,বিক্রিয়া,বিক্রিয়া,বিক্রিয়া
24471,দরীদ্রতার,দরীদ্র,দরীদ্র
24472,অবজারভাদর,অবজার,অবজার
24473,আভরিল,আভরিল,আভরিল
24474,সমাজেরও,সমাজ,সমাজ
24475,খাড়িগুলির,খাড়ি,খাড়ি
24476,পাণ্ডুলিপিগুলিতে,পাণ্ডুলিপি,পাণ্ডুলিপি
24477,পরিমার্জনের,পরিমার্জন,পরিমার্জন
24478,আনাইতারা,আনাইতারা,আনাইতারা
24479,ধংসকে,ধংস,ধংস
24480,সমিতির,সমিতি,সমিতি
24481,মানেই,মান,মানা
24482,জাতিও,জাতি,জাতি
24483,নিঃশব্দ,নিঃশব্দ,নিঃশব্দ
24484,বাদামি,বাদামি,বাদামি
24485,খুনোখুনির,খুনোখুনি,খুনোখুনি
24486,হাঁটত,হাঁটা,হাঁটা
24487,কালীঘাটের,কালীঘাট,কালীঘাট
24488,এককাঁড়ি,এককাঁড়ি,এককাঁড়ি
24489,হামলাকারিদের,হামলাকারি,হামলাকারি
24490,ব্যাখ্যাগুলি,ব্যাখ্যা,ব্যাখ্যা
24491,গিরিখাতগুলিতে,গিরিখাত,গিরিখাত
24492,বহিঃসংযোগ,বহিঃসংযোগ,ওয়েবসাইট
24493,বিগ্রহপালকে,বিগ্রহপাল,বিগ্রহপাল
24494,কর্মমার্গ,কর্ম,কর্মমার্গ
24495,কেয়ারার,কেয়ারা,কেয়ারা
24496,বিদ্যুতের,বিদ্যুত,বিদ্যুৎ
24497,মরদেহটির,মরদেহ,মরদেহ
24498,মিত্রাকে,মিত্রা,মিত্রা
24499,জীবনযন্ত্রণার,জীবনযন্ত্রণা,জীবনযন্ত্রণা
24500,শানাভাজভ,শানাভাজভ,শানাভাজাজভ
24501,লাগছে,লাগা,লাগা
24502,অজাচারমূলক,অজাচার,অজাচার
24503,গাছতলায়,গাছতলা,গাছতলা
24504,গণহত্যা,গণহত্যা,গণহত্যা
24505,শতাধিক,শতাধিক,শতাধিক
24506,হোশিয়ার,হোশিয়ার,হোশিয়ার
24507,জনপ্রিয়তাও,জনপ্রিয়তা,জনপ্রিয়তা
24508,রোটানডার,রোটানডা,রোটানডা
24509,কেওয়া,কেওয়া,কেওয়া
24510,উলফ্রাটশাউশেন,উলফ্রাটশাউশ,উলফ্রাটশাউশ
24511,ট্রায়াঙ্গুলার,ট্রায়াঙ্গুলার,ট্রায়াঙ্গুলার
24512,কম্বোডিয়ায়,কম্বোডিয়া,কম্বোডিয়া
24513,ন্যায়তঃ,ন্যায়,ন্যায়
24514,ইরিথ্রিয়ান,ইরিথ্রিয়া,ইরিথ্রিয়ান
24515,অর্থনীতিতে,অর্থনীতি,অর্থনীতি
24516,আমরণ,আমরণ,আমরণ
24517,অহসিয়ের,অহসিয়,অহসিয়
24518,ব্যান্ডের,ব্যান্ড,ব্যান্ড
24519,করতলস্থিত,করতল,করতল
24520,জোকারটা,জোকার,জোকার
24521,চন্দ্রচক্র,চন্দ্রচক্র,চন্দ্রচক্র
24522,পাবলিক,পাবলিক,পাবলিক
24523,অবেলার,অবেলা,অবেলা
24524,এনএইচএমআরসি,এনএইচএমআরসি,এনএইচএমআরসি
24525,ঘটনাবলির,ঘটনা,ঘটনা
24526,ক্রমবর্ধনশীল,ক্রমবর্ধন,ক্রমবর্ধন
24527,খাদ্যও,খাদ্য,খাদ্য
24528,সাউদকে,সাউদ,সাউদ
24529,অল্পবিস্তর,অল্পবিস্তর,অল্পবিস্তর
24530,জয়ভঙ্কা,জয়,জয়ভঙ্কা
24531,কিউবিকেলের,কিউবিকেল,কিউবিকেল
24532,স্কিম,স্কিম,স্কিম
24533,দিয়াঙ্গোর,দিয়াঙ্গো,দিয়াঙ্গো
24534,ক্লান্তিভরে,ক্লান্তিভর,ক্লান্তিভর
24535,চন্দ্রশেখরও,চন্দ্রশেখর,চন্দ্রশেখর
24536,কাব্যগ্রন্থের,কাব্যগ্রন্থ,কাব্যগ্রন্থ
24537,ফটফট,ফটফট,ফটফট
24538,আবিবে,আবিব,আবিব
24539,পূর্বসুরীকে,পূর্বসুরী,পূর্বসুরী
24540,হাহাকারপূর্ণ,হাহাকারপূর্ণ,হাহাকারপূর্ণ
24541,সঙ্কটপূর্ন,সঙ্কট,সঙ্কট
24542,সংঘর্ষের,সংঘর্ষ,সংঘর্ষ
24543,পাররে,পারর,পারর
24544,অ্যাঁডলারের,অ্যাঁডলার,অ্যাঁডলার
24545,ভুলত্রুটি,ভুলত্রুটি,ভুলত্রুটি
24546,পল্লিগ্রামে,পল্লিগ্রাম,পল্লিগ্রাম
24547,ফ্যাব্রিসিও,ফ্যাব্রিসি,ফ্যাব্রিসি
24548,কর্মপন্থাকে,কর্মপন্থা,কর্মপন্থা
24549,এথেন্স,এথেন্স,এথেন্স
24550,নিয়মে,নিয়ম,নিয়ম
24551,টানাপাখা,টানা,টানাপাখা
24552,এনকোয়ারি,এনকোয়ারি,এনকোয়ারি
24553,তওফীক,তওফীক,তওফীক
24554,জোহান্নাকে,জোহান্না,জোহান্না
24555,টেরিজাকে,টেরিজা,টেরিজা
24556,বিভূতিভূষণের,বিভূতিভূষণ,বিভূতিভূষণ
24557,মহাপরিচালকবৃন্দ,মহাপরিচালক,মহাপরিচালক
24558,বারখাস্তকরন,বারখাস্ত,বারখাস্ত
24559,প্রকৃতভাবে,প্রকৃত,প্রকৃত
24560,ভলিউম,ভলিউম,ভলিউম
24561,ওয়্যারস্টোনস,ওয়্যারস্টোনস,ওয়্যারস্টোনস
24562,মানো,মানা,মানা
24563,লেবৌবের,লেবৌব,লেবৌব
24564,মহেন্দ্রপর্বতে,মহেন্দ্রপর্বত,মহেন্দ্রপর্বত
24565,ক্ষমতায়নে,ক্ষমতায়ণ,ক্ষমতায়ণ
24566,টরেটোর,টরেটো,টরেটো
24567,উইয়োমিং,উইয়োমিং,উইয়োমিং
24568,ভিজলো,ভিজা,ভিজা
24569,উশখুশ,উশখুশ,উশখুশ
24570,উপদেষ্টামণ্ডলীর,উপদেষ্টা,উপদেষ্টামণ্ডলী
24571,ওয়ারউইশায়ারের,ওয়ারউইশায়ার,ওয়ারউইশায়ার
24572,জাঙ্গালিয়া,জাঙ্গালিয়া,জাঙ্গালিয়া
24573,ঊচ্চমানের,ঊচ্চমান,ঊচ্চমান
24574,সাধিত,সাধা,সাধন
24575,উদ্যানটা,উদ্যান,উদ্যান
24576,ওয়াইডার,ওয়াইডার,ওয়াইডার
24577,কামারখানাতে,কামারখানা,কামারখানা
24578,ফিল্টার,ফিল্টার,ফিল্টার
24579,ভূরুঙ্গামারী,ভূরুঙ্গামারী,ভূরুঙ্গামারী
24580,উন্নীতক,উন্নীত,উন্নীতক
24581,মুনিঋষিরা,মুনিঋষি,মুনিঋষি
24582,কুঁদা,কুঁদা,কুঁদা
24583,ধর্মপল্লীর,ধর্মপল্লী,ধর্মপল্লী
24584,তিস্তা,তিস্তা,তিস্তা
24585,পরচ্ছন্দানুবর্তী,পরচ্ছন্দ,পরচ্ছন্দ
24586,ডিপার্টমেন্টের,ডিপার্টমেন্ট,ডিপার্টমেন্ট
24587,কর্মসুচীতে,কর্মসুচী,কর্মসুচী
24588,তালাইন,তালা,তালাইন
24589,সমর্থিত,সমর্থন,সমর্থন
24590,গুলদাস্তা,গুলদাস্তা,গুলদাস্তা
24591,জার্নি,জার্নি,জার্নি
24592,সুস্থসবল,সুস্থ,সুস্থ
24593,দুইপ্রান্ত,দুইপ্রান্ত,দুইপ্রান্ত
24594,থেইকা,থেই,থেই
24595,স্ত্রাসবুর,স্ত্রাসবু,স্ত্রাসবুর
24596,প্রাসাদসমূহের,প্রাসাদ,প্রাসাদ
24597,ডিঙ্গিলাফ,লাফ,ডিঙ্গালাফ
24598,মার্চেন্টদের,মার্চেন্ট,মার্চেন্ট
24599,ভাষানচরে,ভাষানচর,ভাষানচর
24600,জীবনকালে,জীবন,জীবন
24601,আইকনস্,আইকন,আইকনস্
24602,গিয়েছে,যাওয়া,যাওয়া
24603,চালিয়ো,চালানো,চালানো
