,y,y_pred
1591,কুমড়া,কুমরা
1592,নদিয়া,নদিয়া
1593,ব্রাক্ষ্মণ,ব্রাক্ষ্মণ
1594,মাদ্রিদ,মাদ্রিদ
1595,প্রবাহিত,প্রবাহিত
1596,অগ্ন্যুত্পাত,অগ্ন্যুৎপাত
1597,আমদানি,আমদানি
1598,গালাতীয়,গালাতীয়
1599,পরিদর্শন,পরিদর্শন
1600,অনিয়ম,অনিয়ম
1601,ফাইভ,ফাইভ
1602,চড়া,চড়া
1603,মায়ানমার,মায়ানমার
1604,যোগফল,যোগফল
1605,যাজন,যাজন
1606,ফরীশী,ফরীশী
1607,যথেচ্ছ,যথেচ্ছ
1608,দত্ত,দত্ত
1609,অতএব,অতএব
1610,শ্যামাঘাস,শ্যামাঘাস
1611,শাক,শাক
1612,ভুটান,ভুটান
1613,জনাকীর্ণ,জনাকীর্ণতা
1614,ডিহি,ডিহি
1615,হতাশ,হতাশ
1616,গ্রামাঞ্চল,গ্রামাঞ্চল
1617,ভুট্টা,ভুট্টা
1618,নিত্য,নিত্য
1619,উষি,উষিয়ের
1620,বেহেস্ত,বেহেস্তি
1621,একনায়কতন্ত্র,একনায়কত্ব
1622,ব্যস্তসমস্ত,ব্যস্ত
1623,সারদা,সারদা
1624,মূল্য,মূল্য
1625,অনুক্রম,অনুক্রম
1626,ইস্তফা,ইস্তফা
1627,ভরসা,ভরসা
1628,ব্যক্তিত্ব,ব্যক্তিত্ব
1629,সীমানা,সীমানা
1630,খেলা,খেলা
1631,পুঙ্খানুপুক্খ,পুঙ্খানুপু
1632,কুঁদা,কুঁদা
1633,টাস্কফোর্স,টাস্কফোর্স
1634,অভিব্যক্তি,অভিব্যক্তি
1635,রাজা,রাজা
1636,অধীন,অধীন
1637,গোখরা,গোখরা
1638,কাঁঠাল,কাঁঠাল
1639,অপুষ্টি,অপুষ্টি
1640,ডাক্তার,ডাক্তার
1641,আগুন,আগুন
1642,কার্য,কার্যকারিতা
1643,ফার্মি,ফার্মি
1644,শ্রোতা,শ্রোতা
1645,পিতা,পৈতৃক
1646,উত্তর,উত্তর
1647,স্যুলিভান,স্যুলিভান
1648,অদক্ষ,অদক্ষ
1649,কস্ট,কস্ট
1650,টাইফুন,টাইফুন
1651,আদর্শ,আদর্শবাদ
1652,ওঠা,ওঠা
1653,পর্বত,পর্বত
1654,ঘৃণা,ঘৃণা
1655,অংশ,অংশ
1656,ইংরেজি,ইংরেজি
1657,চাওয়া,চাওয়া
1658,সুনন্দা,সুনন্দা
1659,গ্যারেজ,গ্যারেজ
1660,মালঞ্চ,মালঞ্চ
1661,টুয়েন্টি,টুয়েন্টিনা
1662,শুভাকাঙ্ক্ষী,শুভাকাঙ্ক্ষা
1663,রোপণ,রোপণ
1664,দশ,দশ
1665,আনা,আনা
1666,দূষণ,দূষণ
1667,পাশ,পাশা
1668,ওয়ারিয়া,ওয়ারিয়া
1669,আশীর্বাদ,আশীর্বাদ
1670,সহায়তা,সহায়তা
1671,অনির্দিষ্ট,অনির্দিষ্ট
1672,মুখোপাধ্যায়,মুখোপাধ্যায়
1673,অ্যাড্রেস,অ্যাড্রেস
1674,চট্রগ্রাম,চট্রগ্রাম
1675,লোভ,লোভ
1676,ইরি,ইরি
1677,নিবিড়,নিবিড়
1678,ভ্যারাস,ভ্যারাস
1679,ট্রলার,ট্রলার
1680,শেখা,শেখা
1681,পূর্বপুরুষ,পূর্বপুরুষ
1682,আমার,আমা
1683,কর্মবণ্টন,কর্মবণ্টন
1684,আমদানি,আমদানি
1685,মোড়,মোড়
1686,ছালা,ছালা
1687,জন্ম,জন্ম
1688,শিরা,শিরা
1689,ধানক্ষেত,ধানক্ষেত
1690,পারা,পারা
1691,মুন্সেফ,মুন্সেফ
1692,ভূতত্ত্ব,ভূতাত্ত্বিক
1693,সামান্য,সামান্য
1694,উপন্যাস,উপন্যাস
1695,সিঁড়ি,সিঁড়ি
1696,ফাইবার,ফাইবার
1697,আর্দ্রতা,আর্দ্রতা
1698,নাল,নাল
1699,দেখানো,দেখা
1700,জিহাদ,জিহাদ
1701,অর্থ,অর্থায়ন
1702,কুলা,কুলা
1703,নায়ক,নায়ক
1704,স্থলভাগ,স্থলভাগ
1705,ইশকুল,ইশকুল
1706,বেগুন,বপগুন
1707,একতারা,একতারা
1708,ম্যাকনাল,ম্যাকনাল
1709,প্রতিমা,প্রতিমা
1710,অধীরচিত্ত,অধীর
1711,দফা,দফা
1712,শিষ্টাচার,শিষ্টাচার
1713,আত্মীয়তা,আত্মীয়তা
1714,আইন,আইনসংক্রান্ত
1715,পতি,পতি
1716,কলস,কলস
1717,গ্র্যান্ড,গ্র্যান্ড
1718,অভিনেতা,অভিনেতা
1719,হ্যান্ডবল,হ্যান্ডবল
1720,আস্ফালন,আস্ফালন
1721,হাঁস,হাঁস
1722,নিউজিল্যান্ড,নিউজিল্যান্ড
1723,খালিস,খালিসি
1724,শখ,শখ
1725,গুণমান,গুণ
1726,এমনকী,এমন
1727,গুণিতক,গুণ
1728,হকার,হকার
1729,যিশু,যিশু
1730,অতল,অতল
1731,পাওয়া,পাওয়া
1732,কৃতী,কৃতী
1733,হাতি,হাতি
1734,সেন্টিমিটার,সেন্টিমিটার
1735,দুই,দুই
1736,সংগ্রহশালা,সংগ্রহশালা
1737,এক্সপোর্ট,এক্সপোর্ট
1738,কণা,কণিকা
1739,অনিশ্চয়তা,অনিশ্চয়তা
1740,অপব্যবহার,অপব্যবহার
1741,আহসান,আহসান
1742,ফাজিল,ফাজিল
1743,কর্ডোবা,কর্ডোবালি
1744,বেকন,বেকন
1745,ইশারা,ইশারা
1746,চাকুরি,চাকুরি
1747,সমন্বয়,সমন্বয়
1748,অত,অত
1749,দ্রব্য,দ্রব্য
1750,মাজহারুল,মাজহারুল
1751,টুকরা,টুকরা
1752,ব্যতিক্রম,ব্যতিক্রম
1753,নিয়ত,নিয়া
1754,মাধুরীলতা,মাধুরীলতা
1755,নগরপাল,নগরপাল
1756,গাসান,গাসান
1757,রিয়াদ,রিয়াদ
1758,অনিষ্ট,অনিষ্টাচরণ
1759,করা,করা
1760,অগ্রাধিকার,অগ্রাধিকার
1761,বাদশাহ,বাদশাহ
1762,সেহেতু,সেহেতু
1763,চাঁদ,চাঁদ
1764,আয়ত,আয়তা
1765,শয়তান,শয়তান
1766,শকুন,শকুন
1767,রিষ,রিষ
1768,জুয়া,জুয়া
1769,গলফ,গলফ
1770,পরিসর,পরিসর
1771,উলট,উলট
1772,অবৈধ,অবৈধ
1773,শিশু,শিশু
1774,আধিক্য,আধিক্য
1775,অর্চনা,অর্চনা
1776,আপিল,আপিল
1777,সর্ব,সর্ব
1778,আকাশ,আকাশগঙ্গা
1779,অন্তর,অন্তর
1780,সত্য,সত্য
1781,উদ্ধৃতি,উদ্ধৃতি
1782,শিকড়,শিকড়
1783,অর্ডিনেট,অর্ডিনেট
1784,সম্মতি,সম্মতি
1785,সার্জারি,সার্জারি
1786,বাজানো,বাজানো
1787,কাটা,কাটা
1788,দায়িত্ব,দায়িত্ব
1789,বুঝা,বুঝা
1790,নবাব,নবাব
1791,জানা,জানা
1792,হাজার,হাজার
1793,আইভরি,আইভরি
1794,সদয়,সদয়
1795,মৌল,মৌলসমূহ
1796,অভিযোগ,অভিযোগ
1797,কনিক,কনিক
1798,সমর্থক,সমর্থক
1799,বেয়নেট,বেয়নেট
1800,রাখা,রাখা
1801,উচ্চমান,উচ্চমান
1802,আধো,আধোবোল
1803,জেলা,জেলা
1804,গণ্ড,গণ্ড
1805,নিউইয়র্ক,নিউইয়র্ক
1806,পোস্টার,পোস্টা
1807,কুঁড়েঘর,কুঁড়েঘর
1808,কাঁদা,কাঁদা
1809,টেন্সর,টেন্সর
1810,অকারণ,অকারণ
1811,ট্রাক,ট্রাক
1812,যুদ্ধবন্দী,যুদ্ধবন্দী
1813,স্বর্গ,স্বর্গ
1814,খানজাহান,খানজাহান
1815,সেবর,সেবরকারি
1816,শাবল,শাবল
1817,চারিদিক,চারদিক
1818,সাধারণ,সাধারণ
1819,আশা,আশা
1820,ত্রয়োদশ,ত্রয়োদশ
1821,সীল,সীল
1822,আস্তরণ,আস্তরণ
1823,তুলি,তুলি
1824,আবশ্যক,আবশ্যক
1825,কিলোমিটার,কিলোমিটার
1826,সমাপ্ত,সমাপ্তি
1827,নবাবগঞ্জ,নবাবগঞ্জ
1828,কিংবদন্তি,কিংবদন্তি
1829,তেজপাতা,তেজপাতা
1830,অনুশোচনা,অনুশোচনা
1831,সজাগ,সজাগ
1832,ওদিক,ওদিক
1833,বাজার,বাজার
1834,অংশ,অংশ
1835,অতীত,অতীত
1836,অকাজ,অকাজ
1837,ছাদ,ছাদ
1838,বাধা,বাধা
1839,গ্রন্থাবলি,গ্রন্থাগার
1840,সেদিক,সেদিক
1841,সচিব,সচিব
1842,তরবারি,তরবারি
1843,পৌঁছা,পৌঁছা
1844,সার্ভিস,সার্ভিস
1845,লক্ষ্য,লক্ষ্য
1846,অন্তর্ভুক্তি,অন্তর্ভুক্তি
1847,গয়না,গয়না
1848,তারাবি,তারাবি
1849,ঝাঁকানো,ঝেঁকা
1850,স্ট্যানফোর্ড,স্ট্যানফোর্ড
1851,রাবার,রাবার
1852,সনদ,সনদপত্র
1853,আদা,আদা
1854,আইনশৃঙ্খল,আইনশৃঙ্খলা
1855,অটোরিকশা,অটোরিকশা
1856,অনুদান,অনুদান
1857,খেতাব,খেতাব
1858,ফল,ফল
1859,কারমা,কারমা
1860,রাখা,রাখা
1861,লড়া,লড়া
1862,খাতা,খাতা
1863,লেখা,লেখা
1864,নায়ক,নায়ক
1865,অদক্ষ,অদক্ষ
1866,শ্রিংলা,শ্রিংলা
1867,ইঞ্জেকশন,ইঞ্জেকশন
1868,ফারাওয়ার,ফারাওয়ে
1869,মতো,মতো
1870,বাজি,বাজি
1871,কর্মপরিকল্পনা,কর্মপরিকল্পনা
1872,ত্রুটি,ত্রুটি
1873,পুরু,পুরু
1874,দৃষ্টিকোণ,দৃষ্টিকোণ
1875,বাবা,বাবা
1876,অনভ্যাস,অনভ্যাস
1877,বিরতি,বিরতি
1878,মশাল,মশাল
1879,কারন,কারন
1880,কীলকাকার,কীলক
1881,লেখা,লেখা
1882,শাণ,শাণিত
1883,দেশ,দেশ
1884,রেয়েল,রানো
1885,প্রবাহ,প্রবাহ
1886,ঈসা,ঈসা
1887,অন্দর,অন্দর
1888,আঞ্চলিক,আঞ্চলিক
1889,দুর্ভিক্ষকাতর,দুর্ভিক্ষ
1890,টেসলা,টেসলার
1891,চাকু,চাকু
1892,ভাবা,ভাবা
1893,কৌশল,কৌশলতা
1894,কোড,কোড
1895,বিরত,বিরত
1896,অভিনেতা,অভিনেতা
1897,চিহ্ন,চিহ্ন
1898,উপগ্রহ,উপগ্রহ
1899,আপত,আপত
1900,রকম,রকম
1901,মা,মাদ
1902,অল্পবয়স্ক,অল্পবয়স্ক
1903,ট্রান,ট্রান
1904,শ্রোতা,শ্রোতা
1905,আগত,আগত
1906,অধিবৃত্ত,অধিবৃত্ত
1907,অনির্দিষ্ট,অনির্দিষ্টার্থ
1908,ছারখার,ছারখা
1909,ফেলা,ফেলা
1910,আবিষ্কার,আবিষ্কার
1911,ডিব্রু,ডিব্রুগড়
1912,রাজনীতি,আইন
1913,প্রস্ফুটন,প্রস্ফুটন
1914,আহরণ,আহরণ
1915,মন্ত্রিসভা,মন্ত্রিসভা
1916,করা,করা
1917,মুক্তা,মুক্তা
1918,ডেস্ক,ডেস্ক
1919,অভাগী,অভাগী
1920,করদাতাকে,করদাতা
1921,পদস্থ,পদস্থ
1922,করা,করা
1923,পেঁপে,পেঁপে
1924,উদ্ঘাটন,উদ্ঘাটন
1925,গ্রহণযোগ্য,গ্রহণযোগ্য
1926,সৃষ্টি,সৃষ্টি
1927,ঘুঘু,ঘুঘু
1928,অবিসংবাদ,অবিসংবাদ
1929,সনাতন,সনাতন
1930,জাইলেম,জাওয়া
1931,গ্রামবাসা,গ্রামবাসী
1932,সুকন্যা,সুকন্যা
1933,ও,ও
1934,লেজ,লেজ
1935,উৎকোচ,উৎকোচ
1936,জাহান,জাহান
1937,জৈগুন,জৈগুন
1938,ডাকাত,ডাকাত
1939,কঞ্চি,কঞ্চি
1940,দেবর,দেবর
1941,কাচা,কাচা
1942,প্রশাসন,প্রশাসন
1943,দাঁড়াশ,দাঁড়াশ
1944,ফর্ম,ফর্ম
1945,কাঁদা,কাঁদা
1946,আকাঙ্ক্ষা,আকাঙ্ক্ষা
1947,কাটা,কাটা
1948,রাষ্ট্রযন্ত্র,রাষ্ট্রযন্ত্র
1949,দীপ,দীপ
1950,ফাংশন,ফাংশন
1951,বস্তু,অবস্তু
1952,ভ্রষ্ট,ভ্রষ্ট
1953,যুবক,যুবক
1954,হ্যান্ডিক্যাপ,হ্যান্ডিক্যাপ
1955,কাঠগড়া,কাঠগড়া
1956,শিক্ষা,শিক্ষা
1957,অন্ধ,অন্ধদ
1958,আবুধাবী,আবুধাবী
1959,ট্র্যাক,ট্র্যাক
1960,কঠিন,কঠিন
1961,অপ্রাপ্তি,অপ্রাপ্তি
1962,সেনা,সেনা
1963,জোগানো,জোগা
1964,পুরো,পুরো
1965,উইং,উইং
1966,রেল,রেল
1967,প্রবীণ,প্রবীণ
1968,প্রস্তাব,প্রস্তাব
1969,মিডিয়া,মিডিয়া
1970,পাতা,পাতা
1971,হতভাগ্য,হতভাগ্য
1972,সারাজীবন,সারাজীবন
1973,অর্থনীতি,অর্থনীতি
1974,শ্রীনিকেতন,শ্রীনিকেতন
1975,অশোক,অশোক
1976,বাড়ানো,বাড়ানো
1977,অপর,অপরপক্ষ
1978,শয়তান,শয়তান
1979,দেখা,দেখা
1980,আবেদ,আবেদ
1981,লজ্জা,লজ্জানত
1982,মুহূর্ত,মুহূর্ত
1983,বাড়ি,বাড়িঘর
1984,শোয়া,শোয়া
1985,ইউরোপিয়ান,ইউরোপিয়ান
1986,ফোরাম,ফোরাম
1987,অন্তরালে,অন্তরালে
1988,অপঘাত,অপঘাত
1989,বিষ্ময়,বিষ্মিত
1990,ভোগা,ভোগা
1991,চিকি,চিকি
1992,অনুল্লেখ,অনুল্লেখ
1993,মুছা,মুইছা
1994,আরোগ্য,আরোগ্য
1995,প্লেস,প্লেস
1996,মেমোরিয়াল,মেমোরিয়াল
1997,শ্রমিক,শ্রমিক
1998,কার্যালয়,কার্যালয়
1999,গির্জা,গির্জা
2000,অধিকর্তা,অধিকর্তা
2001,আজ্ঞা,আজ্ঞা
2002,প্রবৃদ্ধি,প্রবৃদ্ধি
2003,আরব,আরব
2004,অক্ষর,অক্ষর
2005,ভোট,ভোট
2006,চুরাশি,চুরাশি
2007,কাটা,কাটা
2008,সৌদি,সৌদি
2009,অবরোধ,অবরোধ
2010,মুক্তিযোদ্ধা,মুক্তিযোদ্ধা
2011,উপজেলা,উপজেলা
2012,পিটার্স,পিটার্স
2013,আম্মু,আম্মু
2014,ঐকমত্য,ঐকমত্য
2015,পত্রিকা,পত্রিকা
2016,অধস্তন,অধস্তন
2017,দুনিয়া,দুনিয়া
2018,বাণীপ্রধান,বাণী
2019,ধূসর,ধূসর
2020,নিকেতন,নিকেতন
2021,চক্ষু,চক্ষু
2022,জেনারেল,জেনারেল
2023,খাওয়া,খাওয়া
2024,জোড়া,জোড়া
2025,রিলেটিভিটি,রিলেটিভিটি
2026,যাওয়া,যাওয়া
2027,নিজামত,নিজামত
2028,ফোর্স,ফোর্স
2029,একশ,একশত
2030,যায়,যাওয়া
2031,ছোটোগল্প,ছোটোগল্প
2032,বেকার,বেকার
2033,ব্যবস্থা,ব্যবস্থা
2034,বস্তু,বস্তু
2035,উত্তরাধিকার,উত্তরাধিকার
2036,যোগ্য,যোগ্য
2037,আলোচনাসভা,আলোচনাসভা
2038,কদম,কদম
2039,সাজ,সাজন
2040,পতিগৃহ,পতিগৃহ
2041,পাকানো,পাকানো
2042,পর্তুগীজ,পর্তুগীজ
2043,নিপূণ,নিপূণ
2044,সিঁড়ি,সিঁড়ি
2045,কাচা,কাচা
2046,যিহূদী,যিহূদী
2047,পলক,পলক
2048,মাধবীতলা,মাধবীতলা
2049,মানুষ,মানুষ
2050,উদাসীনতা,উদাসীনতা
2051,শাসন,শাসনামল
2052,হেলসিংকি,হেলসিংকি
2053,বাস্তব,বাস্তব
2054,শত,শত
2055,ক্ষমতা,ক্ষমতা
2056,সম্প্রদায়,সম্প্রদায়
2057,বেশি,বেশি
2058,তিনি,তিনি
2059,গহনা,গহনা
2060,চকচক,চকচক
2061,মঙ্গল,মঙ্গল
2062,পিছন,পিছন
2063,উৎসাহ,উৎসাহ
2064,তারপর,তারপর
2065,খিলাল,খিলাল
2066,করা,করা
2067,উপযোগী,উপযোগ
2068,আশা,আশা
2069,উত্তরবঙ্গ,উত্তরবঙ্গ
2070,তেজপাতা,তেজপাতা
2071,আরক্ত,আরক্ত
2072,ইংরেজি,ইংরেজি
2073,ফল,ফল
2074,জানা,জান
2075,অপসারণ,অপসারণ
2076,অংশ,অংশ
2077,ক্যারোলিন,ক্যারোলিন
2078,আহরণ,আহরণ
2079,জমা,জমা
2080,বাঁশ,বাঁশ
2081,গাঠিয়া,গাঠিয়া
2082,শেষ,শেষমেশ
2083,চাষ,চাষা
2084,সোয়াইন,সোয়াইন
2085,অগ্রগমন,অগ্রগমন
2086,হাইজাম্প্,হাইজাম্প্
2087,অনুচ্চ,অনুচ্চ
2088,বিবর্ধন,বিবর্ধন
2089,অর্থনীতি,অর্থনৈতিক
2090,কিউ,কিউ
2091,জন্মদিন,জন্মদিন
2092,দৌড়,দৌড়
2093,স্পিকার,স্পিকার
2094,চাওয়া,চাওয়া
2095,লিমিটেড,লিমিটেড
2096,হূরিয়া,হূরিয়া
2097,মইনুল,মইনুল
2098,দিল্লি,দিল্লি
2099,অভেদ,অভেদ
2100,দক্ষতা,দক্ষতা
2101,সিংহ,সিংহ
2102,সমাজকর্মী,সমাজকর্মী
2103,ভদ্র,ভদ্র
2104,কনফিগারেশন,কনফিগারেশন
2105,অনেক,অনেক
2106,অপবাদ,অপবাদ
2107,অনিষ্ট,অনিষ্টদায়ক
2108,চলা,চলা
2109,সব্জি,সব্জি
2110,হাজী,হাজী
2111,উল্লাহ,উল্লাহ
2112,মরা,মরা
2113,যোগাযোগ,যোগাযোগব্যবস্থা
2114,ইতিহাস,ইতিহাস
2115,খন্ড,খন্ডবিখন্ড
2116,ময়দান,ময়দান
2117,শহর,শহর
2118,আমোদ,আমোদ
2119,আসক্তি,আসক্তি
2120,মাদক,মাদক
2121,পরিভাষা,পরিভাষা
2122,অভিযোগ,অভিযোগ
2123,বিহার,বিহার
2124,এলাচ,এলাচ
2125,দুর্গাপুজো,দুর্গাপুজো
2126,করা,করা
2127,নিন্দা,নিন্দা
2128,ডাইনি,ডাইনি
2129,বেচা,বেচা
2130,রওয়ানা,রওয়ানা
2131,তাবলিগ,তাবলিগ
2132,লারমেনটভ,লারমেনটভ
2133,অন্যায্য,অন্যায্য
2134,আজ,আজ
2135,এরা,এরা
2136,আরোহণ,আরোহণ
2137,এলেমদার,এলেমদার
2138,আত্মদান,আত্মদান
2139,গম্বুজ,গম্বুজ
2140,আমন্ত্রণ,আমন্ত্রণ
2141,চেইবাত,চেইবা
2142,গুপ্তহত্যা,গুপ্তহত্যা
2143,এলাকা,এলাকা
2144,অভিযোগ,অভিযোগ
2145,লিথোগ্রাফি,লিথোগ্রাফি
2146,ঠেলা,ঠেলা
2147,জনপদ,জনপদ
2148,করা,করা
2149,উপঢৌকন,উপঢৌকন
2150,অপ্রস্তুত,অপ্রস্তুত
2151,কালীঘাট,কালীঘাট
2152,পাকবাহিনী,পাকবাহিনী
2153,অভিবাসন,অভিবাসন
2154,বৃষ্টিপতন,বৃষ্টিপতন
2155,মহিষ,মহিষ
2156,বম্বে,বম্বে
2157,ইউনিয়ন,ইউনিয়ন
2158,ঘটা,ঘটা
2159,নিরাপত্তা,নিরাপত্তা
2160,অপারেশন,অপারেশন
2161,ডেনভার,ডেনভার
2162,আব্দুল্লাহ,আব্দুল্লাহ
2163,অঘটন,অঘটন
2164,ম্যাপিং,ম্যাপিং
2165,গড়পড়তা,গড়পড়তা
2166,আমেরিকা,আমেরিকা
2167,বাতিল,বাতিল
2168,আর্টিজন,আর্টিজন
2169,কারচুপি,কারচুপি
2170,পূর্নাঙ্গ,পূর্নাঙ্গ
2171,হিসাব,হিসাব
2172,পানাম,পাওয়া
2173,অনাহার,অনাহার
2174,আপৎ,আপৎ
2175,গভীরভাব,গভীর
2176,ছলনা,ছলনা
2177,খটখট,খটখট
2178,অবিশ্বাস,অবিশ্বাস
2179,লেখা,লেখা
2180,পদক,পদক
2181,ভয়েসেস,ভয়েসেস
2182,ইশি,ইশি
2183,সুবাহ,সুবাহদার
2184,পাত্র্রী,পাত্র্রী
2185,দুর্ভোগ,দুর্ভোগ
2186,সৃষ্টি,সৃষ্টি
2187,কিলোবাইট,কিলোবাইট
2188,সোয়ানা,সোয়ানা
2189,দীর্ঘদিন,দীর্ঘদিন
2190,মানসিক,মানসিক
2191,বাক্স,বাক্স
2192,তোতাকাহিনী,তোতাকাহিনী
2193,অক্টোপাস,অক্টোপাস
2194,তারকাঁটা,তারকাঁটা
2195,ছুয়া,ছুয়া
2196,রম্বস,রম্বস
2197,মান্ডু,মান্ডু
2198,মেথর,মেথর
2199,সংসদ,সংসদ
2200,মরিশ,মরিশ
2201,কঠোর,কঠোর
2202,রুখসার,রুখসার
2203,অজ্ঞান,অজ্ঞান
2204,আকাশ,আকাশ
2205,বাছা,বাছা
2206,সহশিক্ষা,সহশিক্ষা
2207,ওপার,ওপার
2208,মানচিত্র,মানচিত্র
2209,কাবুস,কাবুস
2210,দাস,দাস
2211,কন্যা,কন্যা
2212,আবেদন,আবেদন
2213,পুত্রস্থান,পুত্রস্থান
2214,পারকাশন,পারকাশন
2215,প্রকৃতি,প্রকৃত
2216,এরশাদ,এরশাদ
2217,গ্লাস,গ্লাস
2218,সংখ্যা,সংখ্য
2219,রাষ্ট্রবিরোধী,রাষ্ট্রবিরোধী
2220,শরনার্থী,শরনার্থী
2221,ইরানী,ইরান
2222,কাউন্ট,কাউন্ট
2223,নাগরিক,নাগরিক
2224,অনুবিভাগ,অনুবিভাগ
2225,সুভাষচন্দ্র,সুভাষচন্দ্র
2226,দেখা,দেখা
2227,লুটোপুটি,লুটোপুটি
2228,প্রদীপ,প্রদীপ
2229,ইজরায়েলে,ইজরায়েল
2230,ব্রাইটন,ব্রাইটন
2231,রিক্সা,রিক্সা
2232,পর্য্যন্ত,পর্য্যন্তর
2233,উজাড়,উজাড়
2234,ভুট্টা,ভুট্টানো
2235,অসহায়,অসহায়
2236,পায়রা,পায়রা
2237,অদ্বৈত,অদ্বৈতবাদ
2238,মালাগান,মালাগান
2239,আবাহন,আবাহন
2240,নেওয়া,নেয়না
2241,কম্পন,কম্পনশীল
2242,থাকা,থাকা
2243,চরম,চরমভাব
2244,উপস্থাপনা,উপস্থাপনা
2245,আশ্রম,আশ্রম
2246,আপামর,আপামর
2247,মধ্য,মধ্য
2248,কোডিং,কোডিং
2249,ভাগ,ভাগ
2250,পশ্চাতে,পশ্চাতে
2251,ডিম,ডিম
2252,মহাজগত,মহাজাগতী
2253,লামী,লামী
2254,প্রভিন্স,প্রভিন্স
2255,মানা,মানা
2256,অতৃপ্ত,অতৃপ্ত
2257,দেওয়া,দেব
2258,আবদুর,আবদুর
2259,করা,করা
2260,অবকাঠামো,অবকাঠামো
2261,জানু,জানু
2262,কার্যত,কার্যত
2263,চিকিৎসাবিজ্ঞান,চিকিৎসাবিজ্ঞান
2264,পৌঁছা,পৌঁছা
2265,রাইস,রাইস
2266,প্রেমউদ্গমদৃশ্য,প্রেম
2267,অমানবিক,অমানবিক
2268,কেবিনেট,কেবিনেট
2269,কাশফুল,কাশফুল
2270,হেলমেট,হেলমেটস
2271,দীর্ঘ,দীর্ঘাকার
2272,না,ন
2273,আগ্রহ,আগ্রহী
2274,নড়া,নড়া
2275,যেমন,যেমন
2276,অংশ,অংশ
2277,চিন্তা,স্বচিন্তন
2278,কালীঘাট,কালীঘাট
2279,মন্দ,মন্দ
2280,সিগারেট,সিগারেট
2281,শাজাহান,শাজাহান
2282,ডিফল্ট,ডিফল্ট
2283,সুবাদ,সুবাদ
2284,প্রক্টরিয়াল,প্রক্টরিয়াল
2285,ঈশ্বর,ঈশ্বর
2286,টুকরো,টুকরো
2287,সম্ভাব্য,সম্ভাব্য
2288,ধরা,ধরবেনাথ
2289,প্রাঙ্গণ,প্রাঙ্গণ
2290,আসা,আসা
2291,বৃত্ত,বৃত্তাকার
2292,ঝাড়,ঝাড়ি
2293,ঘুম,ঘুম
2294,কার্য,কার্য
2295,মুহাম্মাদ,মুহাম্মাদ
2296,অসঙ্গতি,অসঙ্গতি
2297,প্রলোভন,প্রলোভন
2298,জৈবসার,জৈবসার
2299,ইউরেশিয়া,ইউরেশিয়া
2300,খিলাফত,খিলাফত
2301,ড্যাডলাইট,ড্যাডলাইট
2302,কাঁদা,কাঁদা
2303,অধ্যবসায়,অধ্যবসায়
2304,পাড়াগেঁয়ে,পাড়াগেঁয়ে
2305,আহ্বানকারী,আহ্বানকারী
2306,হালাম,হালাম
2307,আক্ষরিক,আক্ষরিক
2308,প্যাস্টেল,প্যাস্টেল
2309,নিঃসঙ্গতা,নিঃসঙ্গ
2310,উদ্ভাবন,উদ্ভাবনী
2311,আঁচড়,আঁচড়
2312,চণ্ডীমণ্ডপ,চণ্ডীমণ্ডপ
2313,ঝরঝর,ঝরঝর
2314,লেখা,লেখা
2315,অপারেশন,অপারেশন
2316,হযরত,হযরত
2317,রিকার্ডো,রিকার্ডো
2318,নবপ্রতিষ্ঠা,নবপ্রতিষ্ঠিত
2319,পরিমাপ,পরিমাপ
2320,লাল,লাল
2321,বড়,বড়
2322,খাসজমি,খাসজমিও
2323,লাগানো,লাগানো
2324,সন্ত্রাসবাদ,সন্ত্রাসবাদ
2325,কাটা,কাটা
2326,প্রথম,প্রাথমিক
2327,আচরণ,আচরণ
2328,গোবিন্দদাস,গোবিন্দ
2329,উন্মুক্ত,উন্মুক্ত
2330,মন্দ,মন্দ
2331,কণ্ঠস্বর,কণ্ঠস্বর
2332,বর্গাদার,বর্গাদার
2333,রাজু,রাজু
2334,উত্তাপ,উত্তাপ
2335,কুড়ানো,কুড়ানো
2336,পার্টস্,পার্টস্
2337,রোজা,রোজা
2338,অবগত,অবগত
2339,মূর্তি,মূর্তি
2340,অবনী,অবনী
2341,অবকাঠামো,অবকাঠামো
2342,কম,কম
2343,মেরামত,মেরামত
2344,স্তুতি,স্তুতি
2345,সংবেদন,সংবেদনশীল
2346,গবেষক,গবেষক
2347,আলিঙ্গন,আলিঙ্গন
2348,তুলনা,তুলনা
2349,মোস্তফা,মোস্তফা
2350,বাকি,বাকি
2351,খুশি,খুশি
2352,সমুদ্র,সমুদ্রসৈকত
2353,বসা,বসা
2354,রাজকন্যা,রাজকন্যা
2355,প্রস্তুত,প্রস্তুত
2356,সমালোচনা,সমালোচনা
2357,শেখা,শেখা
2358,জমিদারি,জমিদারি
2359,নদী,নদী
2360,ডাকাত,ডাকাত
2361,ব্যায়,ব্যায়বহুল
2362,অপকার,অপকার
2363,এলাহাবাদ,এলাহাবাদ
2364,জানা,জানা
2365,বদলানো,বদল
2366,আড়চোখ,আড়চোখ
2367,মিছিল,মিছিল
2368,সোমঈশ্বর,সোমেশ্বর
2369,পাট,পাট
2370,দাবাপ্নি,দাবাপ্নি
2371,প্রবণ,প্রবণ
2372,তাড়া,তাড়া
2373,বায়ুনল,বায়ুনালী
2374,ক্রান্তি,ক্রান্তি
