,y,y_pred
1711,অপরিহার্য,অপরিহার্য
1712,পোশাক,পোশাক
1713,হাজী,হাজীর
1714,পলাশ,পলাশ
1715,পাঠক,পাঠক
1716,নভোচারী,নভোচারী
1717,হিসাব,হিসেবে
1718,জেলা,জেলা
1719,নখ,নখ
1720,ঠাকুর,ঠাকুর
1721,পারা,পারা
1722,যথেষ্ট,যথেষ্ট
1723,আফগান,আফগান
1724,শহীদ,শহীদ
1725,টক,টক
1726,সাজানো,সাজানো
1727,আকার,আকার
1728,অভিযোগ,অভিযোগ
1729,মানানো,বেমানান
1730,ঝাড়,ঝাড়
1731,পরিণয়বন্ধন,পরিণয়
1732,উত্তরসূরি,উত্তরসূরি
1733,আলোকিত,আলোকিত
1734,যে,যাওয়া
1735,সামন,সামনে
1736,বাঘ,বাঘ
1737,বটি,বটি
1738,ছাগল,ছাগল
1739,কাঁদা,কাঁদা
1740,পবিত্র,পবিত্র
1741,আখের,আখের
1742,দর্শন,দর্শন
1743,আরাধ্য,আরাধ্য
1744,ষাট,ষাট
1745,অপ্সরা,অপ্স
1746,অনিয়ম,অনিয়মিত
1747,পশ্চাত,পশ্চাতে
1748,কারণ,কারণ
1749,সজ্ঞান,সজ্ঞান
1750,রাখা,রাখা
1751,আতা,আতা
1752,শিশু,শিশু
1753,ভাবা,ভাবা
1754,লুটা,লুটা
1755,খচ্চর,খচ্চর
1756,উত্তরদাতা,উত্তরদাতা
1757,চাচি,কে
1758,চোখ,চোখ
1759,চেলা,চেলা
1760,রাজ,রাজ
1761,বরং,বরঞ্চ
1762,ময়ূর,ময়ূর
1763,একান্ত,একান্ত
1764,আংশিক,আংশিক
1765,যাওয়া,যাওয়া
1766,খিলাল,খিলাল
1767,জেলা,জেলা
1768,আঁতুড়ঘর,আঁতুড়ঘর
1769,অপটু,অপটো
1770,গোখরা,গোখরা
1771,অক্ষরেখা,অক্ষরেখা
1772,পরস্পর,পরস্পর
1773,মামি,মামি
1774,সহন,সহ
1775,ফেসবুক,ফেসবুকে
1776,পাওয়া,পাওয়া
1777,চিরবিদায়,চিরবিদায়
1778,আস্তরণ,আস্তরণ
1779,সাধু,সাধু
1780,অকপট,অকপট
1781,গাছ,গাছ
1782,পঁয়ত্রিশজন,পঁয়ত্রিশজন
1783,জবান,জবান
1784,বাস্তব,বাস্তব
1785,চলাচল,চলাচল
1786,সংখ্যা,সংখ্যা
1787,বয়স,বয়স্ক
1788,কাটা,কাটা
1789,আরোপ,আরোপ
1790,গাঁথুনি,গাঁথুনি
1791,আটক,আটক
1792,উদ্ধার,উদ্ধার
1793,গর্ভধারণ,গর্ভধারণ
1794,ধোকা,ধোকা
1795,খাতির,খাতি
1796,লঘু,লঘু
1797,লেখা,লেখা
1798,অগ্রাধিকার,অগ্রাধিকার
1799,টউশনি,টউশনি
1800,অনির্বাণ,অনির্বাণ
1801,তাল,তাল
1802,তাপমাত্রা,তাপমাত্রানো
1803,দৌড়,দৌড়
1804,ল্যান্ডমার্ক,ল্যান্ডমার্কা
1805,পারা,পারা
1806,অক্সফোর্ড,অক্সফোর্ডয়ন
1807,আঞ্চলিক,আঞ্চলিক
1808,অক্ষত,অক্ষত
1809,কদবেল,কদবেল
1810,সংসারলীলা,সংসারলীলাষ
1811,দায়,দায়ী
1812,আসমান,আসমান
1813,উৎক্ষেপণ,উৎক্ষেপণ
1814,মসীচিহ্ন,মসীচিহ্ন
1815,ব্যস্তসমস্ত,ব্যস্তসমস্ত
1816,বহুবিধ,বহুবিধ
1817,ঠিকা,ঠিকা
1818,সামান্য,অসামান্য
1819,ভয়,ভয়
1820,জরায়ু,জরায়ু
1821,ভয়,ভয়াদি
1822,ব্ল্যাক,ব্ল্যাক
1823,গাঠিয়া,গাঠিয়া
1824,ছাত্র,ছাত্র
1825,বিশ্ববিদ্যালয়,বিশ্ববিদ্যালয়
1826,সর্বলোক,সর্বলোক
1827,সূর্য,সূর্য
1828,প্রায়,প্রায়
1829,ঝাঁটা,ঝাঁটা
1830,পূজো,পূজোপচারিতা
1831,পতাকা,পতাকা
1832,থাকা,ছিল
1833,গণিতশাস্ত্র,গণিতশাস্ত্র
1834,ষাট,ষাট
1835,নাইকা,নাইকা
1836,বামন,বামন
1837,অভিশংসন,অভিশংসন
1838,কোম্পানি,কোম্পানি
1839,শালা,শালা
1840,চড়ুই,চড়ুই
1841,বসন্তসমাগম,বসন্তসমাগম
1842,কাঙ্গাল,কাঙ্গাল
1843,ক্ষমা,ক্ষমা
1844,কাঁদা,কাঁদা
1845,থলে,থলে
1846,শিলাবৃষ্টি,শিলবৃষ্টি
1847,দেওয়া,দেওয়া
1848,ইজারা,ইজারা
1849,পরিদর্শন,পরিদর্শন
1850,সাপ,সাপ
1851,অচলা,অচলা
1852,অপর্যাপ্ত,অপর্যাপ্ত
1853,অগ্রসর,অগ্রসর
1854,কাচা,কাচা
1855,অক্টোপাস,অক্টোপাস
1856,শব্দ,শব্দ
1857,থালি,থামা
1858,নিস্তারিণী,নিস্তারিণী
1859,খাতা,খাতা
1860,আঙুর,আঙুর
1861,প্রধান,প্রধান
1862,খাম,খাম
1863,নর,নর
1864,গুণ,গুণ
1865,অবসর,অবসর
1866,পারা,পাওয়া
1867,কাণ্ডজ্ঞান,কাণ্ডজ্ঞান
1868,অন্ধকার,অন্ধকার
1869,ছত্রাক,ছত্রাক
1870,জঙ্গলমহল,জঙ্গলমহল
1871,ইঁদুর,ইঁদুর
1872,পরিমাপ,পরিমাপ
1873,অতিশয়,নিরতিশ
1874,ব্যতিক্রম,ব্যতিক্রমী
1875,বলা,বলা
1876,কদম,কদম
1877,অনুকূল,অনুকূল
1878,কষ্ট,কষ্ট
1879,পল্টু,পল্টু
1880,পাশ,পাশাপাশি
1881,জমি,জমি
1882,খদ্দর,খদ্দর
1883,কাঁদা,কাঁদা
1884,কঞ্চি,কঞ্চি
1885,কাজু,কাজু
1886,কান,কনা
1887,বড়,বড়
1888,শাসন,শসন
1889,চিন্তা,চিন্তা
1890,ছোঁড়া,ছোঁড়া
1891,স্বয়ং,স্বয়ং
1892,ডায়মন্ড,ডায়মন্ড
1893,ভ্রাতুষ্পুত্র,ভ্রাতষ্পুত্র
1894,কর্মকুশলতা,কর্মকুশলতা
1895,ছোটো,ছোটো
1896,আন্দোলন,আন্দোলন
1897,কেবিন,কেবিন
1898,করা,করা
1899,শ্রীনগর,শ্রীনগর
1900,হাইজাম্প্,হাইজাম্প্
1901,গড়ালি,গড়াল
1902,পড়া,পড়া
1903,সার্টিফিকেট,সার্টিফিকেট
1904,উপকথা,উপকথা
1905,ভুক্ত,ভুক্ত
1906,ঘৃণা,ঘৃণা
1907,সঙ্গী,সঙ্গী
1908,কাফন,কাফন
1909,চড়ুই,চড়ুটি
1910,আমি,আমার
1911,দীর্ঘস্থায়ী,দীর্ঘ
1912,ধর্মান্তরিত,ধর্মান্তরিত
1913,আদেশ,আদেশ
1914,আইন,আইন
1915,অন্তর,অন্তর
1916,পশ্চিম,পশ্চিম
1917,জ্ঞান,জ্ঞান
1918,সূত্রপাত,সূত্র
1919,তাকিয়া,তাকিয়ার
1920,জাল,জাল
1921,স্তম্ভিত,স্তম্ভিত
1922,উত্তর,উত্তর
1923,ঝলক,ঝলক
1924,খোলস,খোলস
1925,নবাব,নবাব
1926,বাধা,বাধান
1927,কচকচ,কচকচি
1928,অপেক্ষা,অপেক্ষা
1929,বন্ধু,বন্ধুহীন
1930,শেয়াল,শেয়াল
1931,উন্মত্ত,উন্মত্ত
1932,মলিন,মলিন
1933,উক্তি,উক্তি
1934,অংশ,অংশ
1935,এ,এটি
1936,অলংকার,অলংকার
1937,ঘটা,ঘটা
1938,মন,মন
1939,তৃপ্ত,তৃপ্ত
1940,কটাক্ষ,কটাক্ষ
1941,অতৃপ্ত,অতৃপ্ত
1942,অঙ্কন,অঙ্কন
1943,মুখ,মুখ
1944,পোড়ানো,পুড়ানো
1945,হাইকোর্ট,হাইকোর্ট
1946,গুণ,গুণ
1947,কনুই,কনুই
1948,ঐক্যবদ্ধ,ঐক্যবদ্ধ
1949,বেনাম,বেনামি
1950,তিনি,তিনি
1951,নিম্নে,নিম্নে
1952,আমলাতন্ত্র,আমলাতন্ত্র
1953,কাপড়,কাপড়
1954,হেলানো,হেলানো
1955,প্রজাপতি,প্রজাপতি
1956,অপরিবর্তন,অপরিবর্তন
1957,উত্সাহিত,উত্সাহিত
1958,লাঞ্ছনা,লাঞ্ছিত
1959,রাগ,রাগ
1960,নগজ,নগজ
1961,বিভাগ,বিভাগ
1962,রওয়া,রওয়া
1963,টার্গেট,টার্গেট
1964,ইচ্ছাশক্তি,ইচ্ছাশক্তি
1965,পতাকা,পতাকা
1966,তাঁতি,তাঁতি
1967,কলেজ,কলেজ
1968,যাওয়া,যাওয়া
1969,গন্ডগোল,গন্ডগোল
1970,গ্রন্থবিলাসী,গ্রন্থবিলাস
1971,ভাগনা,ভাগনা
1972,থামানো,থামা
1973,ছুকরি,ছুকরি
1974,ভাজা,ভেজা
1975,জরিত,জড়ানো
1976,অত,অত
1977,অল্প,অল্প
1978,করা,করা
1979,পেয়ালা,পেয়ালা
1980,তরু,তরুণ
1981,উদীচী,উদীচীন
1982,চাওয়া,চা
1983,গন্ডগোল,গন্ডগোল
1984,গাভী,গাভীর্য
1985,বাস,বাসা
1986,উচ্চশিক্ষা,উচ্চশিক্ষা
1987,অতীত,অতীত
1988,দীঘি,দীঘি
1989,খরগোশ,খরগোশ
1990,দেখা,দেখা
1991,পাখি,পাখি
1992,ফল,ফল
1993,অচেনা,অচেনা
1994,ফাঁদা,ফাঁকি
1995,উত্তীর্ণ,উত্তীর্ণ
1996,আধ,আধ
1997,প্রথা,প্রথা
1998,কেলেঙ্কারি,কেলেঙ্কারি
1999,আপাদমস্তক,আপাদমস্তক
2000,চেনা,চিনিয়া
2001,দেখা,দেখা
2002,একবার,একবার
2003,প্রস্তুত,প্রস্তুতি
2004,লিচু,লিচু
2005,গালগল্প,গালগল্প
2006,পড়া,পড়া
2007,বিদ্ধ,বিদ্ধ
2008,আধো,আধোবোল
2009,হয়,হওয়া
2010,যৌথ,যৌথ
2011,ছারখার,ছারখার
2012,অনুষদ,অনুষদ
2013,বিজ্ঞাপন,বিজ্ঞাপন
2014,ছড়ানো,ছড়ানো
2015,গাধা,গাাধারা
2016,মহীষ,মহীষ
2017,অবসান,অবসান
2018,শীতল,শীতল
2019,উল্টো,উল্টো
2020,নিশাচরী,নিশাচরী
2021,অনুক্রম,অনুক্রম
2022,উৎপাদন,উৎপন্ন
2023,ফকির,ফকির
2024,জাতীয়তাবাদ,জাত
2025,অনুচ্চ,অনুচ্চ
2026,শালা,শালা
2027,হাসা,হাসি
2028,একবার,একবার
2029,ফাঁপা,ফাঁপা
2030,দোয়া,দোয়া
2031,দ্বাদশ,দ্বাদশ
2032,দীর্ঘকাল,দীর্ঘ
2033,প্রতিরোধ,প্রতিরোধ
2034,ঘোড়সওয়ার,ঘোড়সওয়ার
2035,যাওয়া,যাওয়া
2036,স্থান,স্থান
2037,পড়া,পড়া
2038,ছোলা,ছোলা
2039,আওতা,আওতা
2040,হওয়া,হওয়া
2041,আত্মরক্ষা,আত্মরক্ষ
2042,নাগাদ,নাগা
2043,টেকা,টেকা
2044,জুই,জুই
2045,বন্ধু,বন্ধু
2046,লক্ষ,লক্ষ
2047,বিল,বিল
2048,আক্রমণ,আক্রমণ
2049,ওষুধ,ওষুধ
2050,গর্দভ,গর্দভ
2051,পরীক্ষা,পরীক্ষা
2052,উত্তরাধিকার,উত্তরাধিকার
2053,যাওয়া,যায়
2054,হওয়া,হওয়া
2055,করোটি,করোটি
2056,ত্যাগ,পরিত্যাগ
2057,নয়ন,নয়ন
2058,খালু,খালু
2059,দাস,দাস
2060,আসবাব,আসবাব
2061,তাহা,তাহা
2062,আসা,আসা
2063,অনৈতিক,অনৈতিক
2064,অশোক,অশোক
2065,দেওয়া,দিচ্ছিলেন
2066,আফগান,আফগান
2067,থাকা,থাকা
2068,গলদ,গলদ
2069,নীল,নীল
2070,ছোলা,ছোলা
2071,রফতানি,রফতানি
2072,ভাগ,ভাগ
2073,আখতার,আখতা
2074,উপস্থাপক,উপস্থাপক
2075,জীব,জীব
2076,কাটা,কাটাকুটি
2077,কোকিল,কোকিল
2078,প্রজাপতি,প্রজাপতি
2079,অত্যাচার,অত্যাচার
2080,আত্মবিশ্বাস,আত্মবিশ্বাস
2081,কমানো,কম
2082,তরল,তরল
2083,বন্ধু,বন্ধু
2084,ফৌজ,ফৌজিক
2085,অভ্যন্তর,অভ্যন্তরীন
2086,বাজেট,বাজেট
2087,পাশ্চাত্য,পাশ্চাত্য
2088,ভালোবাসা,ভালোবাসা
2089,মলা,মলা
2090,কাজ,কাজ
2091,আইন,আইন
2092,রাজ্য,রাজ্য
2093,লেখা,লেখা
2094,চেতনা,চেতনা
2095,ধকল,ধকল
2096,আছে,আছে
2097,উত্তোলন,উত্তোলন
2098,ছোঁয়া,ছুকানো
2099,মা,মা
2100,খ্যাতি,খ্যাতি
2101,অঘটন,অঘটন
2102,আরএক,আরএক
2103,কর্মী,কর্মী
2104,সমস্ত,সমস্ত
2105,সূত্র,সূত্র
2106,ধনেশ,ধনেশ
2107,খাদ্যদ্রব্য,খাদ্যদ্রব্য
2108,চাপাচুপি,চাপাচুপি
2109,অনুপাত,অনুপাত
2110,মানুষ,মানুষ
2111,অকূল,অকূল
2112,কাচা,কাচা
2113,ফাংশন,ফাংশন
2114,মামা,মামা
2115,পাড়া,পাড়া
2116,পথ,পথ
2117,ক্ষতিপূরণ,ক্ষতিপূরণ
2118,অনেক,অনেক
2119,শয়তান,শয়তান
2120,সলিটারি,সলি
2121,যন্ত্র,যন্ত্র
2122,করুণ,করুণ
2123,গম্ভীর,গম্ভীর
2124,উদ্বিগ্ন,উদ্বিগ্ন
2125,রাবণ,রাবণ
2126,আশাভঙ্গ,আশাভঙ্গ
2127,পড়াশোনা,পড়াশোনা
2128,অকাল,অকাল
2129,থাকা,থাকা
2130,অনশন,অনশন
2131,রাস্তা,রাস্তা
2132,কৃষিভিত্তিক,কৃষি
2133,কাচা,কাচা
2134,আলোচনা,আলোচনা
2135,হারানো,হার
2136,তামিল,তামিল
2137,বক্তব্য,বক্তব্য
2138,কেঁচো,কেঁচো
2139,ফল,ফল
2140,যোদ্ধা,যোদ্ধা
2141,অগ্রহায়ণ,অগ্রহায়ণ
2142,পিপড়া,পিপড়া
2143,অন্য,অন্য
2144,লুকানো,লুকোনো
2145,উদ্দীপক,উদ্দীপক
2146,আলস্য,অলস
2147,অকাজ,অকাজ
2148,জমাট,জমাট
2149,গল্প,গল্প
2150,ঘটক,ঘটক
2151,তৃতীয়,তৃতীয়
2152,সেরূপ,সেরূপ
2153,জিবিকা,জিবিকা
2154,অরুণা,অরুণাচল
2155,জল,জল
2156,টেলিফোন,টেলিফোন
2157,কফ,কফ
2158,টমেটো,টমেটো
2159,গাভী,গাভী
2160,কলি,কলিযুগ
2161,তারপর,তারপর
2162,উর্দি,উর্দি
2163,বিবর্তন,বিবর্তন
2164,কিছুক্ষণ,কিছুক্ষণ
2165,এ,এটুকু
2166,ক্ষতি,ক্ষতি
2167,ফাঁসি,ফাঁসি
2168,বাণী,বাণী
2169,ছাদ,ছাদ
2170,নায়ক,নায়ক
2171,দোষ,দোষ
2172,ফাল্গুন,ফাল্গুন
2173,অকল্যাণ,অকল্যাণ
2174,দশক,দশক
2175,মিষ্টিমুখ,মিষ্টিমুখ
2176,হাঁপানো,হাঁপানো
2177,এলাকা,এলাকা
2178,অধিকার,অধিকার
2179,বসা,বসা
2180,হাঁস,হাঁস
2181,খিচুড়ি,খিচুড়ি
2182,গঙ্গাস্নান,গঙ্গাস্নান
2183,অধিপতি,অধিপত্য
2184,গ্রাম,গ্রাম
2185,তামাশা,তামাশা
2186,ভাগ্যদোষ,ভাগ্যদোষ
2187,লেখা,লেখা
2188,সুকোমল,সুকোমল
2189,টাকা,টাকা
2190,অপ্রাপ্তবয়স্ক,অপ্রাপ্তবয়স্ক
2191,দূর,দূর
2192,অর্থনীতি,অর্থনীতি
2193,পাল্লা,পাল্লা
2194,আবাহনী,আবাহনী
2195,পরী,পরী
2196,অমঙ্গল,অমঙ্গল
2197,ঘোড়া,ঘোড়া
2198,ধরন,রকম
2199,ওগো,ওগো
2200,কাল,কাল
2201,হড়কা,হড়কা
2202,নিরুৎসাহ,নিরুৎসাহ
2203,উদ্ধৃত,উদ্ধৃত
2204,মৃত্যু,মৃত্যু
2205,গালমন্দ,গালমন্দ
2206,কপাল,কপাল
2207,কাচা,কাচা
2208,ট্রাক,ট্রাক
2209,এলোমেলো,এলোমেলো
2210,ভয়,ভয়
2211,পড়া,পড়া
2212,উপশিরা,উপশিরা
2213,কচ্ছপ,কচ্ছপ
2214,প্রাণী,প্রাণ
2215,ঝিনুক,ঝিনুক
2216,ভাষা,ভাষা
2217,অভিভাবকত্ব,অভিভাবকত্ব
2218,ছড়ানো,ছাড়া
2219,রাজনীতি,রাজনীতি
2220,উপঢৌকন,উপঢৌকন
2221,জাহান্নাম,জাহান্নাম
2222,পড়া,পড়া
2223,অপচেষ্টা,অপচেষ্টা
2224,শিকড়,শিকড়
2225,পাথর,পাথর
2226,অশ্বারোহণ,অশ্বারোহণ
2227,পরব,পরা
2228,কক্ষপথ,কক্ষপথ
2229,শুষ্ক,শুষ্ক
